id,planet_radius,planet_type,discovery_Method,planet_mass,discovery_date,orbital_radius,orbital_period,eccentricity
3544,0.235 x Jupiter,Neptune-like,Transit,7.41 Earths,2014,0.127 AU,17 days,0.0
3545,1.86 x Earth,Super Earth,Transit,4.12 Earths,2014,0.069 AU,6.8 days,0.0
3546,0.297 x Jupiter,Neptune-like,Transit,11.1 Earths,2014,0.249 AU,40.8 days,0.0
3547,0.22 x Jupiter,Neptune-like,Transit,6.66 Earths,2014,0.242 AU,47.3 days,0.0
3548,0.238 x Jupiter,Neptune-like,Transit,7.61 Earths,2014,0.12 AU,16.6 days,0.0
3549,1.64 x Earth,Super Earth,Transit,3.33 Earths,2014,0.152 AU,21.9 days,0.0
3550,2.0 x Earth,Super Earth,Transit,4.66 Earths,2014,0.156 AU,24.6 days,0.0
3551,2.18 x Earth,Neptune-like,Transit,5.39 Earths,2014,0.088 AU,10.4 days,0.0
3552,1.74 x Earth,Super Earth,Transit,3.68 Earths,2014,0.332 AU,76.1 days,0.0
3553,0.241 x Jupiter,Neptune-like,Transit,7.75 Earths,2014,0.217 AU,36.9 days,0.0
3554,0.25 x Jupiter,Neptune-like,Transit,8.25 Earths,2014,0.079 AU,8.1 days,0.0
3555,1.236 x Jupiter,Gas Giant,Transit,0.837 Jupiters,2015,0.0312 AU,1.9 days,< 0.075
3556,0.969 x Jupiter,Gas Giant,Transit,0.526 Jupiters,2015,0.04491 AU,3.3 days,< 0.501
3557,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,9.45 Jupiters,2013,5.28 AU,11.8 years,0.0
3558,1.13 x Jupiter,Gas Giant,Transit,2.54 Jupiters,2010,0.0801 AU,8.2 days,0.31
3559,1.03 x Jupiter,Gas Giant,Transit,0.37 Jupiters,2009,0.04217 AU,3.4 days,0.05
3560,1.087 x Jupiter,Gas Giant,Transit,1.58 Jupiters,2008,0.0267 AU,1.6 days,0.04
3561,1.321 x Jupiter,Gas Giant,Transit,1.186 Jupiters,2007,0.0226 AU,1.3 days,0.0
3562,1.42 x Jupiter,Gas Giant,Transit,2.43 Jupiters,2007,0.0315 AU,1.8 days,0.0
3563,0.962 x Jupiter,Gas Giant,Transit,0.884 Jupiters,2010,0.0376 AU,2.9 days,< 0.062
3564,1.23 x Jupiter,Gas Giant,Transit,0.67 Jupiters,2010,0.047 AU,3.5 days,0.02
3565,1.07 x Jupiter,Gas Giant,Transit,0.3 Jupiters,2010,0.052 AU,4.3 days,0.0
3566,1.462 x Jupiter,Gas Giant,Transit,0.311 Jupiters,2015,0.06 AU,4.9 days,0.0
3567,1.483 x Jupiter,Gas Giant,Transit,0.854 Jupiters,2007,0.03889 AU,2.5 days,0.0
3568,1.415 x Jupiter,Gas Giant,Transit,1.154 Jupiters,2009,0.01652 AU,0.8 days,0.01
3569,1.24 x Jupiter,Gas Giant,Transit,10.2 Jupiters,2009,0.02024 AU,0.9 days,0.01
3570,1.87 x Jupiter,Gas Giant,Transit,0.78 Jupiters,2009,0.0515 AU,3.7 days,0.0
3571,1.41 x Jupiter,Gas Giant,Transit,0.54 Jupiters,2009,0.05165 AU,3.8 days,0.0
3572,1.38 x Jupiter,Gas Giant,Transit,8.84 Jupiters,2008,0.037 AU,2.2 days,0.09
3573,1.22 x Jupiter,Gas Giant,Transit,0.36 Jupiters,2009,0.05362 AU,4.4 days,0.0
3574,1.11 x Jupiter,Gas Giant,Transit,0.79 Jupiters,2008,0.0435 AU,3.7 days,0.0
3575,1.08 x Jupiter,Gas Giant,Transit,3.15 Jupiters,2008,0.03781 AU,3.1 days,0.05
3576,0.78 x Earth,Terrestrial,Transit,0.399 Earths,2016,0.0491 AU,4.3 days,0.0
3577,0.286 x Jupiter,Neptune-like,Transit,10.4 Earths,2016,0.5444 AU,158.7 days,0.0
3578,0.89 x Earth,Terrestrial,Transit,0.64 Earths,2016,0.015 AU,0.7 days,0.0
3579,0.92 x Earth,Terrestrial,Transit,0.721 Earths,2016,0.0533 AU,7.1 days,0.0
3580,1.68 x Earth,Super Earth,Transit,3.46 Earths,2016,0.0453 AU,3.8 days,0.0
3581,1.28 x Earth,Super Earth,Transit,2.18 Earths,2016,0.0523 AU,4.9 days,0.0
3582,0.208 x Jupiter,Neptune-like,Transit,6.04 Earths,2016,0.1158 AU,16.8 days,0.0
3583,0.66 x Earth,Terrestrial,Transit,0.219 Earths,2016,0.0558 AU,5.2 days,0.0
3584,0.205 x Jupiter,Neptune-like,Transit,5.9 Earths,2014,0.089 AU,11.3 days,0.0
3585,0.467 x Jupiter,Neptune-like,Transit,8 Earths,2014,0.1201 AU,14.8 days,0.04
3586,0.414 x Jupiter,Neptune-like,Transit,19.4 Earths,2014,0.091 AU,10.1 days,0.0
3587,1.71 x Earth,Super Earth,Transit,3.57 Earths,2014,0.037 AU,2.8 days,0.0
3588,1.42 x Earth,Super Earth,Transit,2.6 Earths,2016,0.0806 AU,7 days,0.0
3589,0.222 x Jupiter,Neptune-like,Transit,6.76 Earths,2016,0.1857 AU,28.6 days,0.0
3590,1.48 x Earth,Super Earth,Transit,2.79 Earths,2016,0.0418 AU,3 days,0.0
3591,0.296 x Jupiter,Neptune-like,Transit,11 Earths,2016,0.0663 AU,6 days,0.0
3592,1.63 x Earth,Super Earth,Transit,3.29 Earths,2016,0.226 AU,37.3 days,0.0
3593,0.269 x Jupiter,Neptune-like,Transit,9.32 Earths,2016,0.1057 AU,13 days,0.0
3594,0.23 x Jupiter,Neptune-like,Transit,7.18 Earths,2016,0.1689 AU,28.5 days,0.0
3595,1.35 x Earth,Super Earth,Transit,2.39 Earths,2016,0.0612 AU,6.5 days,0.0
3596,1.18 x Earth,Super Earth,Transit,1.76 Earths,2016,0.0191 AU,1 days,0.0
3597,1.82 x Earth,Super Earth,Transit,3.97 Earths,2016,0.083 AU,8.7 days,0.0
3598,0.202 x Jupiter,Neptune-like,Transit,5.73 Earths,2016,0.239 AU,48.4 days,0.0
3599,1.77 x Earth,Super Earth,Transit,3.78 Earths,2016,0.1444 AU,19.1 days,0.0
3600,1.43 x Earth,Super Earth,Transit,2.63 Earths,2016,0.0141 AU,0.7 days,0.0
3601,1.52 x Earth,Super Earth,Transit,2.92 Earths,2016,0.0376 AU,2.7 days,0.0
3602,1.49 x Earth,Super Earth,Transit,2.83 Earths,2016,0.1063 AU,12.4 days,0.0
3603,0.207 x Jupiter,Neptune-like,Transit,5.99 Earths,2016,0.2226 AU,36.3 days,0.0
3604,1.3 x Earth,Super Earth,Transit,2.24 Earths,2016,0.0422 AU,3.6 days,0.0
3605,1.55 x Earth,Super Earth,Transit,3.02 Earths,2016,0.0833 AU,10 days,0.0
3606,1.33 x Earth,Super Earth,Transit,2.33 Earths,2016,0.3133 AU,68.9 days,0.0
3607,1.67 x Earth,Super Earth,Transit,3.43 Earths,2016,0.1078 AU,15.1 days,0.0
3608,1.92 x Earth,Super Earth,Transit,4.35 Earths,2016,0.0393 AU,2.6 days,0.0
3609,0.212 x Jupiter,Neptune-like,Transit,6.26 Earths,2016,0.167 AU,24.3 days,0.0
3610,1.18 x Earth,Super Earth,Transit,1.76 Earths,2016,0.0806 AU,7.5 days,0.0
3611,1.194 x Jupiter,Gas Giant,Transit,1.79 Jupiters,2011,0.02459 AU,1.5 days,< 0.03
3612,1.61 x Jupiter,Gas Giant,Transit,0.78 Jupiters,2007,0.05084 AU,3.6 days,0.0
3613,1.336 x Jupiter,Gas Giant,Transit,1.91 Jupiters,2007,0.02282 AU,1.3 days,0.0
3614,1.19 x Earth,Super Earth,Transit,1.81 Earths,2016,0.0187 AU,1 days,0.0
3615,0.283 x Jupiter,Neptune-like,Transit,10.2 Earths,2016,0.1114 AU,11.1 days,0.0
3616,1.43 x Earth,Super Earth,Transit,2.63 Earths,2016,0.047 AU,3.7 days,0.0
3617,1.82 x Earth,Super Earth,Transit,3.97 Earths,2016,0.1071 AU,13 days,0.0
3618,1.82 x Earth,Super Earth,Transit,3.97 Earths,2016,0.0843 AU,8.7 days,0.0
3619,1.4 x Earth,Super Earth,Transit,2.54 Earths,2016,0.0616 AU,4.2 days,0.0
3620,1.2 x Earth,Super Earth,Transit,1.87 Earths,2016,0.0309 AU,1.5 days,0.0
3621,0.205 x Jupiter,Neptune-like,Transit,5.9 Earths,2016,0.1694 AU,18.9 days,0.0
3622,1.79 x Earth,Super Earth,Transit,3.86 Earths,2016,0.1297 AU,16 days,0.0
3623,0.261 x Jupiter,Neptune-like,Transit,8.85 Earths,2016,0.0778 AU,7.4 days,0.0
3624,1.79 x Earth,Super Earth,Transit,3.86 Earths,2016,0.092 AU,11.4 days,0.0
3625,0.592 x Jupiter,Neptune-like,Transit,35.7 Earths,2016,0.5874 AU,161.5 days,0.0
3626,0.302 x Jupiter,Neptune-like,Transit,11.4 Earths,2016,0.066 AU,6.1 days,0.0
3627,0.217 x Jupiter,Neptune-like,Transit,6.48 Earths,2016,0.1754 AU,27.7 days,0.0
3628,1.64 x Earth,Super Earth,Transit,3.33 Earths,2016,0.0724 AU,7.3 days,0.0
3629,1.22 x Earth,Super Earth,Transit,1.98 Earths,2016,0.0205 AU,1.2 days,0.0
3630,1.131 x Jupiter,Gas Giant,Transit,Unknown,2016,0.0493 AU,3.8 days,0.0
3631,2.03 x Earth,Super Earth,Transit,4.78 Earths,2016,0.0874 AU,10.1 days,0.0
3632,1.48 x Earth,Super Earth,Transit,2.79 Earths,2016,0.0333 AU,2.5 days,0.0
3633,0.273 x Jupiter,Neptune-like,Transit,9.59 Earths,2016,0.0772 AU,8.7 days,0.0
3634,0.203 x Jupiter,Neptune-like,Transit,5.77 Earths,2016,0.2329 AU,41.8 days,0.0
3635,1.53 x Earth,Super Earth,Transit,2.96 Earths,2016,0.0785 AU,8.2 days,0.0
3636,2.12 x Earth,Neptune-like,Transit,5.14 Earths,2016,0.1447 AU,20.5 days,0.0
3637,1.69 x Earth,Super Earth,Transit,3.5 Earths,2016,0.0547 AU,4.8 days,0.0
3638,0.221 x Jupiter,Neptune-like,Transit,6.71 Earths,2016,0.1019 AU,12.1 days,0.0
3639,0.322 x Jupiter,Neptune-like,Transit,12.7 Earths,2014,0.193 AU,33.7 days,0.0
3640,0.442 x Jupiter,Neptune-like,Transit,21.7 Earths,2014,0.16 AU,24.7 days,0.0
3641,0.483 x Jupiter,Neptune-like,Transit,25.2 Earths,2014,0.066 AU,6.6 days,0.0
3642,0.233 x Jupiter,Neptune-like,Transit,7.32 Earths,2014,0.034 AU,2.4 days,0.0
3643,0.221 x Jupiter,Neptune-like,Transit,6.71 Earths,2014,0.064 AU,5.8 days,0.0
3644,2.15 x Earth,Neptune-like,Transit,5.27 Earths,2014,0.045 AU,3.4 days,0.0
3645,1.59 x Earth,Super Earth,Transit,3.15 Earths,2014,0.027 AU,1.6 days,0.0
3646,0.267 x Jupiter,Neptune-like,Transit,9.22 Earths,2014,0.092 AU,9.9 days,0.0
3647,0.223 x Jupiter,Neptune-like,Transit,6.8 Earths,2014,0.139 AU,18.7 days,0.0
3648,2.15 x Earth,Neptune-like,Transit,3.2 Earths,2014,0.105 AU,12.4 days,0.0
3649,0.345 x Jupiter,Neptune-like,Transit,14.3 Earths,2014,0.064 AU,5.8 days,0.0
3650,0.236 x Jupiter,Neptune-like,Transit,7.51 Earths,2014,0.089 AU,10.3 days,0.0
3651,1.63 x Earth,Super Earth,Transit,3.29 Earths,2014,0.046 AU,3.8 days,0.0
3652,2.15 x Earth,Neptune-like,Transit,5.27 Earths,2014,0.08 AU,10.8 days,0.0
3653,0.247 x Jupiter,Neptune-like,Transit,8.1 Earths,2014,0.404 AU,99.6 days,0.0
3654,0.247 x Jupiter,Neptune-like,Transit,8.1 Earths,2014,0.182 AU,30.1 days,0.0
3655,0.247 x Jupiter,Neptune-like,Transit,8.1 Earths,2014,0.122 AU,16.5 days,0.0
3656,1.33 x Earth,Super Earth,Transit,2.33 Earths,2014,0.053 AU,4.8 days,0.0
3657,0.203 x Jupiter,Neptune-like,Transit,5.82 Earths,2014,0.069 AU,7.2 days,0.0
3658,1.13 x Earth,Super Earth,Transit,1.51 Earths,2014,0.048 AU,4.1 days,0.0
3659,1.57 x Earth,Super Earth,Transit,3.09 Earths,2014,0.097 AU,15.4 days,0.0
3660,1.09 x Earth,Super Earth,Transit,1.32 Earths,2014,0.035 AU,3.3 days,0.0
3661,0.363 x Jupiter,Neptune-like,Transit,15.6 Earths,2014,0.123 AU,16.2 days,0.0
3662,0.269 x Jupiter,Neptune-like,Transit,9.38 Earths,2014,0.066 AU,6.3 days,0.0
3663,0.365 x Jupiter,Neptune-like,Transit,15.7 Earths,2014,0.084 AU,9.4 days,0.0
3664,0.94 x Jupiter,Gas Giant,Transit,1.45 Jupiters,2014,0.382 AU,86.6 days,0.77
3665,1.36 x Earth,Super Earth,Transit,2.42 Earths,2016,0.019 AU,1 days,0.0
3666,1.12 x Earth,Super Earth,Transit,1.46 Earths,2016,0.0219 AU,1.2 days,0.0
3667,0.21 x Jupiter,Neptune-like,Transit,6.04 Earths,2015,0.495 AU,177.7 days,0.11
3668,1.64 x Earth,Super Earth,Transit,3.33 Earths,2015,0.64 AU,207.2 days,0.1
3669,1.86 x Earth,Super Earth,Transit,4.12 Earths,2015,0.242 AU,101.1 days,0.34
3670,1.12 x Earth,Super Earth,Transit,1.46 Earths,2015,0.166 AU,35.2 days,0.03
3671,2.14 x Earth,Neptune-like,Transit,5.22 Earths,2015,0.288 AU,66.7 days,0.02
3672,1.45 x Jupiter,Gas Giant,Transit,2.82 Jupiters,2015,0.0679 AU,5.3 days,0.12
3673,1.145 x Jupiter,Gas Giant,Transit,5.41 Jupiters,2015,0.301 AU,52.5 days,0.51
3674,1.11 x Earth,Super Earth,Transit,1.41 Earths,2015,0.1045 AU,11.9 days,0.0
3675,0.764 x Earth,Terrestrial,Transit,0.37 Earths,2015,0.0719 AU,6.8 days,0.0
3676,0.29 x Jupiter,Neptune-like,Transit,10.6 Earths,2015,0.2244 AU,36 days,0.0
3677,1.23 x Jupiter,Gas Giant,Transit,0.29 Jupiters,2014,0.091 AU,10.3 days,< 0.57
3678,1.09 x Jupiter,Gas Giant,Transit,0.34 Jupiters,2014,0.0414 AU,3.2 days,< 0.18
3679,0.978 x Jupiter,Gas Giant,Transit,0.25 Jupiters,2014,0.0464 AU,3.8 days,< 0.33
3680,0.89 x Jupiter,Gas Giant,Transit,1.03 Jupiters,2014,0.044 AU,3.3 days,0.0
3681,1.192 x Jupiter,Gas Giant,Transit,0.595 Jupiters,2014,0.03585 AU,2.7 days,0.02
3682,0.371 x Jupiter,Neptune-like,Transit,16.1 Earths,2014,1.219 AU,1.9 years,0.04
3683,0.96 x Jupiter,Gas Giant,Transit,2.5 Jupiters,2014,0.37 AU,69.8 days,0.83
3684,0.24 x Jupiter,Neptune-like,Transit Timing Variations,7.7 Earths,2014,0.1194 AU,15.9 days,0.0
3685,2.31 x Earth,Super Earth,Transit Timing Variations,11 Earths,2014,0.1006 AU,12.3 days,0.0
3686,2.48 x Earth,Super Earth,Transit Timing Variations,0.183 Jupiters,2014,0.0658 AU,6.3 days,0.0
3687,1.36 x Earth,Super Earth,Transit,2.42 Earths,2016,0.0848 AU,11.3 days,0.0
3688,1.44 x Earth,Super Earth,Transit,2.67 Earths,2016,0.0372 AU,2.9 days,0.0
3689,1.44 x Earth,Super Earth,Transit,2.67 Earths,2016,0.0484 AU,4.4 days,0.0
3690,1.35 x Earth,Super Earth,Transit,2.39 Earths,2016,0.0502 AU,3.7 days,0.0
3691,0.202 x Jupiter,Neptune-like,Transit,5.73 Earths,2016,0.1039 AU,13.6 days,0.0
3692,0.235 x Jupiter,Neptune-like,Transit,7.41 Earths,2016,0.1336 AU,18.6 days,0.0
3693,1.15 x Earth,Super Earth,Transit,1.6 Earths,2016,0.0557 AU,4.9 days,0.0
3694,0.259 x Jupiter,Neptune-like,Transit,8.75 Earths,2016,0.0625 AU,5.2 days,0.0
3695,0.255 x Jupiter,Neptune-like,Transit,8.55 Earths,2016,0.3778 AU,84.6 days,0.0
3696,2.14 x Earth,Neptune-like,Transit,5.22 Earths,2016,0.1803 AU,31.1 days,0.0
3697,0.79 x Earth,Terrestrial,Transit,0.418 Earths,2016,0.0491 AU,4.2 days,0.0
3698,0.232 x Jupiter,Neptune-like,Transit,7.27 Earths,2016,0.263 AU,45.1 days,0.0
3699,1.93 x Earth,Super Earth,Transit,4.38 Earths,2016,0.1673 AU,26.8 days,0.0
3700,1.42 x Earth,Super Earth,Transit,2.6 Earths,2016,0.0914 AU,10.4 days,0.0
3701,0.242 x Jupiter,Neptune-like,Transit,7.8 Earths,2016,0.0921 AU,10 days,0.0
3702,1.54 x Earth,Super Earth,Transit,2.99 Earths,2016,0.0125 AU,0.6 days,0.0
3703,0.204 x Jupiter,Neptune-like,Transit,5.86 Earths,2016,0.4092 AU,94.3 days,0.0
3704,1.45 x Earth,Super Earth,Transit,2.7 Earths,2016,0.1361 AU,17.3 days,0.0
3705,1.82 x Earth,Super Earth,Transit,3.97 Earths,2016,0.0771 AU,7 days,0.0
3706,1.22 x Earth,Super Earth,Transit,1.98 Earths,2016,0.1186 AU,16.3 days,0.0
3707,0.79 x Earth,Terrestrial,Transit,0.418 Earths,2016,0.0282 AU,1.9 days,0.0
3708,1.88 x Earth,Super Earth,Transit,4.19 Earths,2016,0.0906 AU,12 days,0.0
3709,1.52 x Earth,Super Earth,Transit,2.92 Earths,2016,0.0734 AU,7.4 days,0.0
3710,2.12 x Earth,Neptune-like,Transit,5.14 Earths,2016,0.1418 AU,16.1 days,0.0
3711,1.44 x Earth,Super Earth,Transit,2.67 Earths,2016,0.1564 AU,22.9 days,0.0
3712,1.99 x Earth,Super Earth,Transit,4.62 Earths,2016,0.0326 AU,2 days,0.0
3713,1.39 x Earth,Super Earth,Transit,2.51 Earths,2016,0.0519 AU,4.4 days,0.0
3714,1.25 x Jupiter,Gas Giant,Transit,1.42 Jupiters,2010,0.05524 AU,4.1 days,0.0
3715,1.363 x Jupiter,Gas Giant,Transit,1.12 Jupiters,2014,0.01855 AU,1 days,0.0
3716,1.14 x Jupiter,Gas Giant,Transit,1.36 Jupiters,2014,0.03303 AU,2.1 days,0.0
3717,1.26 x Earth,Super Earth,Transit,2.13 Earths,2016,0.0367 AU,2.9 days,0.0
3718,1.76 x Earth,Super Earth,Transit,3.75 Earths,2016,0.0214 AU,1.3 days,0.0
3719,2.01 x Earth,Super Earth,Transit,4.7 Earths,2016,0.116 AU,14.6 days,0.0
3720,1.91 x Earth,Super Earth,Transit,4.31 Earths,2016,0.054 AU,5.7 days,0.0
3721,0.251 x Jupiter,Neptune-like,Transit,8.3 Earths,2016,0.1353 AU,18.8 days,0.0
3722,0.219 x Jupiter,Neptune-like,Transit,6.62 Earths,2016,0.1263 AU,17.4 days,0.0
3723,1.62 x Earth,Super Earth,Transit,3.26 Earths,2016,0.0533 AU,4.1 days,0.0
3724,0.274 x Jupiter,Neptune-like,Transit,9.64 Earths,2016,0.093 AU,9.4 days,0.0
3725,0.225 x Jupiter,Neptune-like,Transit,6.9 Earths,2016,0.0745 AU,7.4 days,0.0
3726,0.47 x Jupiter,Neptune-like,Transit,24.1 Earths,2016,0.1916 AU,35.6 days,0.0
3727,1.11 x Earth,Super Earth,Transit,1.41 Earths,2016,0.0435 AU,3.5 days,0.0
3728,1.62 x Earth,Super Earth,Transit,3.26 Earths,2016,0.0993 AU,12.1 days,0.0
3729,1.21 x Earth,Super Earth,Transit,1.92 Earths,2016,0.0418 AU,3.2 days,0.0
3730,0.289 x Jupiter,Neptune-like,Transit,10.6 Earths,2016,0.0744 AU,8.4 days,0.0
3731,2.01 x Earth,Super Earth,Transit Timing Variations,4.7 Earths,2014,0.0695 AU,8.7 days,0.0
3732,0.269 x Jupiter,Neptune-like,Transit Timing Variations,29.9 Earths,2014,0.0699 AU,7.2 days,0.0
3733,1.71 x Earth,Super Earth,Transit Timing Variations,3.5 Earths,2014,0.0527 AU,4.7 days,0.0
3734,1.341 x Jupiter,Gas Giant,Transit,0.941 Jupiters,2014,0.02897 AU,1.7 days,0.0
3735,2.401 x Earth,Super Earth,Transit,25.6 Earths,2013,0.0375 AU,3 days,0.15
3736,1.64 x Earth,Super Earth,Transit,3.33 Earths,2014,0.042 AU,3.3 days,0.0
3737,1.5 x Earth,Super Earth,Transit,2.86 Earths,2014,0.095 AU,11.2 days,0.0
3738,0.27 x Jupiter,Neptune-like,Transit,21.6 Earths,2014,0.202 AU,36.3 days,0.0
3739,2.18 x Earth,Super Earth,Transit,0.71 Jupiters,2014,0.124 AU,17.5 days,0.0
3740,0.229 x Jupiter,Neptune-like,Transit,7.13 Earths,2014,0.071 AU,7.5 days,0.0
3741,2.31 x Earth,Super Earth,Transit,15.2 Earths,2014,0.14 AU,20.1 days,0.0
3742,0.246 x Jupiter,Neptune-like,Transit,8.05 Earths,2014,0.05 AU,4.3 days,0.0
3743,1.99 x Earth,Super Earth,Transit,4.62 Earths,2014,0.142 AU,20 days,0.0
3744,0.219 x Jupiter,Neptune-like,Transit,6.57 Earths,2014,0.062 AU,5.7 days,0.0
3745,0.233 x Jupiter,Neptune-like,Transit,7.32 Earths,2014,0.075 AU,8.2 days,0.0
3746,0.229 x Jupiter,Neptune-like,Transit,7.13 Earths,2014,0.189 AU,36.1 days,0.0
3747,0.208 x Jupiter,Neptune-like,Transit,6.04 Earths,2014,0.094 AU,12.7 days,0.0
3748,2.2 x Earth,Super Earth,Transit,0.322 Jupiters,2014,0.074 AU,8 days,0.0
3749,1.37 x Earth,Super Earth,Transit,2.45 Earths,2014,0.048 AU,4.1 days,0.0
3750,0.224 x Jupiter,Neptune-like,Transit,6.85 Earths,2014,0.268 AU,56.2 days,0.0
3751,0.208 x Jupiter,Neptune-like,Transit,6.04 Earths,2014,0.095 AU,11.8 days,0.0
3752,2.0 x Earth,Super Earth,Transit,13.5 Earths,2013,0.2747 AU,50.4 days,0.0
3753,0.5 x Jupiter,Neptune-like,Transit,0.534 Jupiters,2013,0.1658 AU,23.7 days,0.0
3754,0.274 x Jupiter,Neptune-like,Transit,9.64 Earths,2014,0.115 AU,13.2 days,0.0
3755,0.213 x Jupiter,Neptune-like,Transit,6.3 Earths,2014,0.069 AU,6.2 days,0.0
3756,1.73 x Earth,Super Earth,Transit,3.64 Earths,2014,0.034 AU,2.1 days,0.0
3757,2.08 x Earth,Super Earth,Transit,4.98 Earths,2014,0.071 AU,8.1 days,0.0
3758,1.039 x Jupiter,Gas Giant,Transit,0.579 Jupiters,2016,0.04839 AU,4.1 days,0.0
3759,2.49 x Earth,Super Earth,Transit,6.76 Earths,2015,0.107 AU,15.5 days,0.21
3760,1.84 x Earth,Neptune-like,Transit,4.04 Earths,2015,0.076 AU,9.3 days,0.1
3761,0.873 x Jupiter,Gas Giant,Transit,0.138 Jupiters,2015,0.04667 AU,3.6 days,< 0.376
3762,1.319 x Jupiter,Gas Giant,Transit,0.525 Jupiters,2006,0.05561 AU,4.5 days,0.0
3763,1.14 x Jupiter,Gas Giant,Transit,0.83 Jupiters,2006,0.0488 AU,3.9 days,0.0
3764,1.49 x Jupiter,Gas Giant,Transit,4.01 Jupiters,2012,0.047 AU,3.4 days,< 0.1
3765,1.02 x Jupiter,Gas Giant,Transit,2.43 Jupiters,2014,0.0717 AU,5.8 days,0.0
3766,1.144 x Jupiter,Gas Giant,Transit,0.922 Jupiters,2014,0.03762 AU,3 days,< 0.07
3767,1.2 x Jupiter,Gas Giant,Transit,0.48 Jupiters,2014,0.0453 AU,3.4 days,0.0
3768,1.23 x Jupiter,Gas Giant,Transit,1.44 Jupiters,2014,0.03416 AU,2.2 days,0.0
3769,1.46 x Jupiter,Gas Giant,Transit,0.42 Jupiters,2014,0.06431 AU,5 days,0.0
3770,0.999 x Jupiter,Gas Giant,Transit,0.538 Jupiters,2012,0.0344 AU,3.1 days,0.0
3771,1.93 x Jupiter,Gas Giant,Transit,1.11 Jupiters,2012,0.03488 AU,2.2 days,0.0
3772,1.27 x Jupiter,Gas Giant,Transit,1.07 Jupiters,2013,0.0375 AU,2.5 days,0.0
3773,1.29 x Jupiter,Gas Giant,Transit,2.3 Jupiters,2012,0.03711 AU,2.2 days,0.0
3774,1.18 x Jupiter,Gas Giant,Transit,1.39 Jupiters,2012,0.04622 AU,2.9 days,0.0
3775,1.11 x Jupiter,Gas Giant,Transit,0.29 Jupiters,2014,0.04525 AU,3.9 days,0.0
3776,1.06 x Jupiter,Gas Giant,Transit,0.3 Jupiters,2014,0.09459 AU,10 days,0.3
3777,1.02 x Jupiter,Gas Giant,Transit,1.62 Jupiters,2014,0.0917 AU,9.3 days,0.0
3778,1.137 x Jupiter,Gas Giant,Transit,1.272 Jupiters,2014,0.02918 AU,1.8 days,0.0
3779,1.528 x Jupiter,Gas Giant,Transit,1.49 Jupiters,2014,0.01985 AU,0.9 days,< 0.15
3780,1.43 x Jupiter,Gas Giant,Transit,0.51 Jupiters,2014,0.05057 AU,3.6 days,0.0
3781,1.33 x Jupiter,Gas Giant,Transit,1.26 Jupiters,2014,0.04574 AU,2.8 days,0.0
3782,0.265 x Jupiter,Neptune-like,Transit,9.11 Earths,2016,0.0744 AU,7 days,0.0
3783,0.296 x Jupiter,Neptune-like,Transit,11 Earths,2016,0.1054 AU,12.5 days,0.0
3784,0.223 x Jupiter,Neptune-like,Transit,6.8 Earths,2016,0.1552 AU,24.6 days,0.0
3785,1.22 x Earth,Super Earth,Transit,1.98 Earths,2016,0.0528 AU,4.8 days,0.0
3786,0.211 x Jupiter,Neptune-like,Transit,6.17 Earths,2016,0.128 AU,18.8 days,0.0
3787,1.19 x Earth,Super Earth,Transit,1.81 Earths,2016,0.0635 AU,5.3 days,0.0
3788,2.14 x Earth,Neptune-like,Transit,5.22 Earths,2016,0.1082 AU,12.9 days,0.0
3789,0.227 x Jupiter,Neptune-like,Transit,7.04 Earths,2016,0.0985 AU,11 days,0.0
3790,1.7 x Earth,Super Earth,Transit,3.53 Earths,2016,0.0753 AU,8.1 days,0.0
3791,1.51 x Earth,Super Earth,Transit,2.89 Earths,2016,0.18 AU,25.4 days,0.0
3792,0.207 x Jupiter,Neptune-like,Transit,5.99 Earths,2016,0.0901 AU,11.1 days,0.0
3793,1.62 x Earth,Super Earth,Transit,3.26 Earths,2016,0.1156 AU,13.7 days,0.0
3794,1.64 x Earth,Super Earth,Transit,3.33 Earths,2016,0.0201 AU,1.2 days,0.0
3795,1.41 x Earth,Super Earth,Transit,2.57 Earths,2016,0.0196 AU,1.1 days,0.0
3796,0.272 x Jupiter,Neptune-like,Transit,9.53 Earths,2016,0.3877 AU,85.7 days,0.0
3797,1.06 x Earth,Super Earth,Transit,1.2 Earths,2016,0.0114 AU,0.6 days,0.0
3798,0.262 x Jupiter,Neptune-like,Transit,8.96 Earths,2016,0.179 AU,28.7 days,0.0
3799,0.204 x Jupiter,Neptune-like,Transit,5.86 Earths,2016,0.1183 AU,15.2 days,0.0
3800,1.06 x Earth,Super Earth,Transit,1.2 Earths,2016,0.0188 AU,1.1 days,0.0
3801,1.15 x Earth,Super Earth,Transit,1.6 Earths,2016,0.1152 AU,15 days,0.0
3802,1.47 x Earth,Super Earth,Transit,2.76 Earths,2016,0.0732 AU,7.7 days,0.0
3803,1.25 x Earth,Super Earth,Transit,2.1 Earths,2016,0.0283 AU,2 days,0.0
3804,2.23 x Earth,Neptune-like,Transit,5.6 Earths,2016,0.3179 AU,66.2 days,0.0
3805,2.08 x Earth,Super Earth,Transit,4.98 Earths,2016,0.0726 AU,8.5 days,0.0
3806,1.51 x Earth,Super Earth,Transit,2.89 Earths,2016,0.1212 AU,16.2 days,0.0
3807,1.32 x Earth,Super Earth,Transit,2.3 Earths,2016,0.0403 AU,2.8 days,0.0
